"customer_id","age","gender","city","category","item_purchased","color","size","quantity","unit_price_vnd","discount_applied","total_purchase_vnd","payment_method","purchase_channel","shipping_type","season","purchase_frequency","subscription_member","promo_code_used","review_rating","age_group","purchase_frequency_days"
2107,21,"Female","Da Nang","Apparel - Bottom","Athletics Jogger","White","XL",3,1050000,"Yes",2992000,"MoMo","In-Store","In-Store Pickup","Winter","Every 3 Months","No","Yes",4.0,"Teen",90
2108,32,"Male","Ha Noi","Running Shoes","FuelCell SuperComp Elite","Black","42",1,5400000,"No",5400000,"VNPay","Online - App","Standard","Spring","Quarterly","No","No",4.0,"Adult",90
2109,25,"Female","Ho Chi Minh","Lifestyle Sneakers","2002R","Pink",NULL,1,2200000,"No",2200000,"Credit Card","TikTok Shop","Express","Summer","Quarterly","No","No",4.0,"Teen",90
2110,32,"Female","Ho Chi Minh","Apparel - Bottom","Impact Run Tight","White","L",1,650000,"Yes",650000,"MoMo","TikTok Shop","Standard","Summer","Every 3 Months","No","Yes",4.0,"Adult",90
2111,24,"Female","Ha Noi","Lifestyle Sneakers","327","Navy",NULL,1,3650000,"No",3650000,"Cash","In-Store","In-Store Pickup","Summer","Every 3 Months","Yes","No",5.0,"Teen",90
2112,26,"Female","Ha Noi","Lifestyle Sneakers","550","Yellow",NULL,1,4050000,"Yes",4050000,"Credit Card","Shopee","Standard","Winter","Annually","No","Yes",5.0,"Young Adult",365
2113,28,"Female","Ha Noi","Lifestyle Sneakers","327","Red",NULL,1,1950000,"Yes",1658000,"MoMo","In-Store","In-Store Pickup","Winter","Fortnightly","No","Yes",4.0,"Young Adult",14
2114,20,"Male","Ha Noi","Accessories","Sport Cap","Green",NULL,1,450000,"Yes",382000,"VNPay","Online - Website","Express","Winter","Every 3 Months","No","No",4.0,"Teen",90
2115,33,"Female","Ho Chi Minh","Apparel - Bottom","Q Speed Short","Beige","XL",1,1050000,"Yes",1050000,"MoMo","Online - App","Same-day","Autumn","Annually","No","Yes",4.0,"Adult",365
2116,24,"Male","Ho Chi Minh","Apparel - Bottom","Q Speed Short","Black","L",1,1000000,"No",1000000,"MoMo","Shopee","Express","Winter","Bi-Weekly","No","No",5.0,"Teen",14
2117,26,"Female","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","White","36",1,2850000,"No",2850000,"MoMo","Shopee","Standard","Autumn","Bi-Weekly","Yes","No",4.0,"Young Adult",14
2118,21,"Male","Ho Chi Minh","Apparel - Top","Athletics Fleece Crew","White","L",1,500000,"Yes",425000,"VNPay","TikTok Shop","Express","Winter","Annually","No","No",4.0,"Teen",365
2119,16,"Male","Ho Chi Minh","Accessories","Wristband Set","Pink",NULL,1,450000,"Yes",405000,"Credit Card","Online - App","Same-day","Spring","Quarterly","No","No",4.0,"Teen",90
2120,26,"Female","Da Nang","Apparel - Top","NB Athletics T-Shirt","White","M",2,650000,"No",1300000,"Debit Card","In-Store","In-Store Pickup","Autumn","Bi-Weekly","No","No",4.0,"Young Adult",14
2121,44,"Female","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Grey","44",1,3250000,"Yes",2275000,"MoMo","Online - Website","Express","Summer","Quarterly","No","Yes",5.0,"Adult",90
2122,33,"Male","Ho Chi Minh","Running Shoes","Fuelcell Rebel v4","Pink","40",1,3650000,"No",3650000,"Debit Card","TikTok Shop","Standard","Summer","Monthly","No","No",3.0,"Adult",30
2123,27,"Female","Ha Noi","Accessories","Gym Bag","Yellow",NULL,1,500000,"Yes",400000,"ZaloPay","In-Store","In-Store Pickup","Winter","Weekly","No","No",4.0,"Young Adult",7
2124,26,"Female","Ha Noi","Running Shoes","Fresh Foam 860","Yellow","44",1,4900000,"No",4900000,"Cash","Online - App","Express","Summer","Bi-Weekly","No","No",3.0,"Young Adult",14
2125,28,"Male","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Red","36",1,3150000,"Yes",2678000,"ZaloPay","TikTok Shop","Express","Summer","Quarterly","No","No",1.0,"Young Adult",90
2126,31,"Female","Ha Noi","Training Shoes","FuelCell Training","Navy","37",1,3550000,"Yes",3018000,"Debit Card","Shopee","Express","Spring","Quarterly","No","No",4.0,"Young Adult",90
2127,19,"Male","Ha Noi","Lifestyle Sneakers","2002R","Yellow",NULL,1,1950000,"No",1950000,"Debit Card","Online - App","Same-day","Summer","Monthly","No","No",4.0,"Teen",30
2128,35,"Female","Da Nang","Running Shoes","FuelCell SuperComp Elite","Red","42",1,4850000,"Yes",4608000,"Debit Card","Shopee","Same-day","Winter","Weekly","Yes","Yes",5.0,"Adult",7
2129,33,"Female","Ho Chi Minh","Training Shoes","Freeze LX v3","Green","42",1,3650000,"Yes",3102000,"ZaloPay","Shopee","Same-day","Summer","Weekly","Yes","No",5.0,"Adult",7
2130,33,"Female","Ho Chi Minh","Lifestyle Sneakers","530","Blue",NULL,1,2250000,"Yes",1912000,"Debit Card","Shopee","Express","Spring","Every 3 Months","No","Yes",3.0,"Adult",90
2131,31,"Female","Ha Noi","Accessories","Headband","White",NULL,2,350000,"Yes",595000,"Credit Card","Online - App","Standard","Autumn","Annually","Yes","No",3.0,"Young Adult",365
2132,28,"Male","Ha Noi","Running Shoes","Fresh Foam 860","Green","39",1,3250000,"Yes",2925000,"MoMo","Online - Website","Express","Autumn","Fortnightly","No","No",5.0,"Young Adult",14
2133,32,"Female","Ha Noi","Running Shoes","Fresh Foam X 1080","Pink","45",1,5400000,"Yes",5400000,"Cash","Lazada","Standard","Autumn","Weekly","No","Yes",4.0,"Adult",7
2134,32,"Female","Da Nang","Apparel - Bottom","Impact Run Tight","White","L",1,850000,"No",850000,"Credit Card","In-Store","In-Store Pickup","Spring","Annually","No","No",5.0,"Adult",365
2135,25,"Female","Da Nang","Apparel - Top","Impact Run Jacket","White","M",1,1150000,"No",1150000,"VNPay","Lazada","Standard","Winter","Fortnightly","No","No",4.0,"Teen",14
2136,23,"Male","Ha Noi","Lifestyle Sneakers","2002R","Green",NULL,1,3150000,"Yes",3150000,"Debit Card","In-Store","In-Store Pickup","Summer","Every 3 Months","No","Yes",4.0,"Teen",90
2137,28,"Female","Ha Noi","Running Shoes","FuelCell SuperComp Elite","White","42",1,3600000,"Yes",3240000,"Debit Card","Online - Website","Standard","Spring","Fortnightly","Yes","Yes",4.0,"Young Adult",14
2138,38,"Female","Ha Noi","Lifestyle Sneakers","1906R","Black",NULL,1,3250000,"Yes",3088000,"Bank Transfer","Online - Website","Same-day","Spring","Every 3 Months","No","No",4.0,"Adult",90
2139,19,"Male","Ho Chi Minh","Training Shoes","FuelCell Training","Beige","38",1,2350000,"Yes",2232000,"Debit Card","Shopee","Standard","Spring","Quarterly","No","Yes",5.0,"Teen",90
2140,17,"Male","Ho Chi Minh","Apparel - Bottom","Athletics Jogger","Beige","L",1,850000,"No",850000,"MoMo","Lazada","Express","Autumn","Weekly","No","No",5.0,"Teen",7
2141,29,"Male","Ho Chi Minh","Accessories","Gym Bag","Red",NULL,2,300000,"Yes",540000,"MoMo","Online - App","Same-day","Winter","Fortnightly","No","No",4.0,"Young Adult",14
2142,28,"Female","Ha Noi","Running Shoes","1080v13","Beige","42",1,4900000,"Yes",4655000,"Credit Card","Online - Website","Standard","Winter","Annually","No","Yes",3.0,"Young Adult",365
2143,29,"Male","Da Nang","Running Shoes","Fresh Foam X 1080","White","41",1,4950000,"Yes",4455000,"Credit Card","Shopee","Express","Spring","Quarterly","No","Yes",5.0,"Young Adult",90
2144,29,"Female","Ho Chi Minh","Accessories","Sport Cap","White",NULL,1,500000,"No",500000,"VNPay","Online - App","Standard","Summer","Bi-Weekly","Yes","No",4.0,"Young Adult",14
2145,26,"Male","Ha Noi","Lifestyle Sneakers","1906R","Grey",NULL,1,2800000,"No",2800000,"Debit Card","In-Store","In-Store Pickup","Spring","Quarterly","No","No",4.0,"Young Adult",90
2146,38,"Male","Ho Chi Minh","Running Shoes","Fresh Foam 860","Pink","37",1,3400000,"Yes",3400000,"VNPay","TikTok Shop","Standard","Spring","Annually","No","Yes",2.0,"Adult",365
2147,16,"Female","Ha Noi","Apparel - Bottom","Q Speed Short","Black","XXL",1,800000,"No",800000,"MoMo","In-Store","In-Store Pickup","Winter","Every 3 Months","No","No",5.0,"Teen",90
2148,22,"Male","Ha Noi","Lifestyle Sneakers","574","Green",NULL,1,4150000,"No",4150000,"ZaloPay","In-Store","In-Store Pickup","Summer","Fortnightly","Yes","No",5.0,"Teen",14
2149,27,"Male","Ha Noi","Lifestyle Sneakers","530","Yellow",NULL,1,1850000,"Yes",1850000,"Bank Transfer","In-Store","In-Store Pickup","Spring","Bi-Weekly","No","Yes",4.0,"Young Adult",14
2150,16,"Female","Ho Chi Minh","Lifestyle Sneakers","2002R","Blue",NULL,1,3700000,"No",3700000,"ZaloPay","Lazada","Standard","Autumn","Weekly","Yes","No",3.0,"Teen",7
2151,26,"Male","Ho Chi Minh","Running Shoes","880v13","Blue","38",1,3850000,"Yes",3465000,"ZaloPay","Shopee","Standard","Autumn","Weekly","No","No",4.0,"Young Adult",7
2152,39,"Female","Ho Chi Minh","Lifestyle Sneakers","327","Beige",NULL,1,4100000,"Yes",3690000,"MoMo","Lazada","Standard","Spring","Monthly","No","No",3.0,"Adult",30
2153,28,"Female","Ho Chi Minh","Training Shoes","FuelCell Training","Pink","41",1,2700000,"Yes",2700000,"Debit Card","In-Store","In-Store Pickup","Autumn","Bi-Weekly","Yes","Yes",4.0,"Young Adult",14
2154,29,"Male","Ho Chi Minh","Apparel - Top","Impact Run Jacket","Pink","XL",1,450000,"Yes",428000,"ZaloPay","Shopee","Express","Autumn","Annually","No","Yes",2.0,"Young Adult",365
2155,19,"Female","Da Nang","Running Shoes","880v13","Grey","38",1,4400000,"Yes",3740000,"Cash","Online - Website","Standard","Summer","Every 3 Months","Yes","No",5.0,"Teen",90
2156,23,"Male","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","White","43",1,4700000,"Yes",3995000,"Credit Card","Online - App","Standard","Autumn","Monthly","No","No",4.0,"Teen",30
2157,25,"Male","Da Nang","Apparel - Bottom","Impact Run Tight","Beige","L",1,650000,"Yes",585000,"Credit Card","Online - App","Standard","Spring","Bi-Weekly","Yes","No",3.0,"Teen",14
2158,25,"Female","Ha Noi","Lifestyle Sneakers","574","Black",NULL,1,3450000,"No",3450000,"ZaloPay","In-Store","In-Store Pickup","Summer","Fortnightly","No","No",5.0,"Teen",14
2159,36,"Female","Ha Noi","Lifestyle Sneakers","550","Blue",NULL,1,2600000,"Yes",2210000,"VNPay","Online - App","Standard","Autumn","Fortnightly","No","No",5.0,"Adult",14
2160,31,"Male","Ho Chi Minh","Lifestyle Sneakers","9060","Pink",NULL,1,2850000,"Yes",1995000,"Debit Card","TikTok Shop","Same-day","Spring","Annually","Yes","No",3.0,"Young Adult",365
2161,20,"Female","Da Nang","Running Shoes","1080v13","Beige","39",1,3100000,"No",3100000,"MoMo","Lazada","Same-day","Autumn","Annually","No","No",1.0,"Teen",365
2162,29,"Female","Ha Noi","Lifestyle Sneakers","1906R","Black",NULL,1,2600000,"Yes",2080000,"MoMo","Shopee","Standard","Winter","Fortnightly","No","Yes",4.0,"Young Adult",14
2163,31,"Male","Ho Chi Minh","Lifestyle Sneakers","1906R","White",NULL,1,4000000,"No",4000000,"MoMo","Online - App","Standard","Spring","Weekly","No","No",4.0,"Young Adult",7
2164,35,"Female","Ha Noi","Lifestyle Sneakers","530","Green",NULL,1,2050000,"No",2050000,"VNPay","Online - App","Standard","Winter","Monthly","Yes","No",4.0,"Adult",30
2165,39,"Male","Da Nang","Running Shoes","880v13","Red","41",1,4450000,"No",4450000,"Credit Card","Lazada","Standard","Summer","Bi-Weekly","No","No",2.0,"Adult",14
2166,20,"Female","Ha Noi","Accessories","Gym Bag","Green",NULL,1,200000,"No",200000,"Bank Transfer","Shopee","Standard","Spring","Every 3 Months","No","No",3.0,"Teen",90
2167,22,"Female","Ho Chi Minh","Lifestyle Sneakers","327","Navy",NULL,1,2800000,"Yes",2520000,"VNPay","Online - App","Standard","Summer","Bi-Weekly","Yes","Yes",4.0,"Teen",14
2168,19,"Male","Da Nang","Training Shoes","FuelCell Training","Navy","42",1,3550000,"Yes",3018000,"Bank Transfer","Online - App","Express","Winter","Fortnightly","No","No",4.0,"Teen",14
2169,26,"Male","Ha Noi","Accessories","Gym Bag","White",NULL,2,450000,"No",900000,"MoMo","Online - App","Standard","Winter","Quarterly","No","No",3.0,"Young Adult",90
2170,31,"Female","Ho Chi Minh","Running Shoes","1080v13","Pink","42",1,4300000,"Yes",3010000,"VNPay","In-Store","In-Store Pickup","Winter","Bi-Weekly","Yes","Yes",4.0,"Young Adult",14
2171,34,"Male","Ha Noi","Apparel - Bottom","Accelerate Short","Blue","XL",1,1050000,"No",1050000,"Debit Card","Shopee","Express","Autumn","Every 3 Months","No","No",4.0,"Adult",90
2172,27,"Male","Ho Chi Minh","Lifestyle Sneakers","2002R","Red",NULL,1,3650000,"No",3650000,"Debit Card","Online - App","Same-day","Summer","Fortnightly","No","No",4.0,"Young Adult",14
2173,25,"Female","Ha Noi","Apparel - Bottom","Accelerate Short","Green","XXL",2,600000,"No",1200000,"VNPay","Online - App","Express","Summer","Fortnightly","No","No",4.0,"Teen",14
2174,29,"Male","Ha Noi","Lifestyle Sneakers","2002R","Blue",NULL,1,2400000,"Yes",2400000,"Credit Card","Shopee","Express","Spring","Quarterly","No","Yes",4.0,"Young Adult",90
2175,22,"Female","Ho Chi Minh","Accessories","Water Bottle","White",NULL,1,550000,"Yes",550000,"Cash","TikTok Shop","Express","Spring","Annually","No","Yes",4.0,"Teen",365
2176,42,"Female","Ha Noi","Running Shoes","Fresh Foam X 1080","Grey","40",1,2850000,"No",2850000,"Credit Card","Online - Website","Standard","Summer","Fortnightly","No","No",4.0,"Adult",14
2177,16,"Female","Ha Noi","Accessories","Running Socks (3-pack)","Blue",NULL,3,350000,"No",1050000,"ZaloPay","In-Store","In-Store Pickup","Autumn","Quarterly","No","No",5.0,"Teen",90
2178,29,"Female","Ho Chi Minh","Training Shoes","Minimus TR","Navy","43",1,3150000,"No",3150000,"MoMo","In-Store","In-Store Pickup","Autumn","Bi-Weekly","Yes","No",5.0,"Young Adult",14
2179,42,"Male","Ha Noi","Training Shoes","Freeze LX v3","Navy","37",1,3550000,"Yes",3372000,"MoMo","In-Store","In-Store Pickup","Winter","Annually","No","No",4.0,"Adult",365
2180,28,"Female","Ho Chi Minh","Apparel - Top","NB Athletics T-Shirt","Navy","S",2,600000,"Yes",1080000,"Credit Card","In-Store","In-Store Pickup","Summer","Monthly","No","No",5.0,"Young Adult",30
2181,26,"Male","Ha Noi","Running Shoes","Fresh Foam X 1080","Blue","44",1,5150000,"No",5150000,"Bank Transfer","In-Store","In-Store Pickup","Autumn","Quarterly","No","No",3.0,"Young Adult",90
2182,25,"Male","Ha Noi","Lifestyle Sneakers","2002R","Yellow",NULL,1,2700000,"No",2700000,"Debit Card","Online - App","Express","Spring","Bi-Weekly","No","No",4.0,"Teen",14
2183,26,"Female","Ha Noi","Accessories","Water Bottle","Navy",NULL,1,250000,"No",250000,"Debit Card","Shopee","Same-day","Autumn","Bi-Weekly","No","No",4.0,"Young Adult",14
2184,37,"Male","Ha Noi","Apparel - Bottom","Impact Run Tight","Pink","XXL",1,950000,"Yes",855000,"ZaloPay","Shopee","Standard","Autumn","Monthly","No","Yes",3.0,"Adult",30
2185,16,"Female","Da Nang","Lifestyle Sneakers","2002R","Pink",NULL,1,2500000,"No",2500000,"MoMo","Shopee","Standard","Summer","Every 3 Months","Yes","No",5.0,"Teen",90
2186,38,"Male","Ha Noi","Lifestyle Sneakers","550","Beige",NULL,1,2050000,"No",2050000,"MoMo","Online - Website","Same-day","Autumn","Every 3 Months","Yes","No",5.0,"Adult",90
2187,18,"Female","Da Nang","Lifestyle Sneakers","530","Black",NULL,1,2850000,"Yes",2850000,"ZaloPay","Lazada","Standard","Summer","Every 3 Months","No","Yes",4.0,"Teen",90
2188,26,"Male","Ho Chi Minh","Lifestyle Sneakers","1906R","Pink",NULL,1,2400000,"Yes",2400000,"VNPay","In-Store","In-Store Pickup","Winter","Annually","Yes","Yes",3.0,"Young Adult",365
2189,24,"Female","Ho Chi Minh","Running Shoes","880v13","Red","44",1,4800000,"Yes",4320000,"ZaloPay","Online - Website","Standard","Autumn","Weekly","No","No",4.0,"Teen",7
2190,32,"Male","Da Nang","Running Shoes","880v13","Black","38",1,5400000,"Yes",4860000,"MoMo","Online - App","Express","Winter","Bi-Weekly","No","No",4.0,"Adult",14
2191,16,"Female","Ho Chi Minh","Lifestyle Sneakers","1906R","Red",NULL,1,2950000,"Yes",2655000,"ZaloPay","TikTok Shop","Standard","Autumn","Annually","No","No",5.0,"Teen",365
2192,31,"Female","Ha Noi","Apparel - Bottom","Impact Run Tight","Blue","XXL",1,850000,"No",850000,"Cash","Shopee","Standard","Spring","Bi-Weekly","No","No",5.0,"Young Adult",14
2193,42,"Male","Da Nang","Apparel - Bottom","Accelerate Short","Black","M",2,750000,"No",1500000,"Debit Card","Online - App","Standard","Autumn","Monthly","No","No",4.0,"Adult",30
2194,18,"Female","Ha Noi","Running Shoes","Fresh Foam 860","Red","42",1,4300000,"Yes",3870000,"MoMo","In-Store","In-Store Pickup","Autumn","Monthly","No","No",3.0,"Teen",30
2195,29,"Female","Ho Chi Minh","Lifestyle Sneakers","530","Blue",NULL,1,3650000,"Yes",3650000,"Cash","In-Store","In-Store Pickup","Spring","Quarterly","No","Yes",2.0,"Young Adult",90
2196,23,"Female","Da Nang","Running Shoes","1080v13","Black","41",1,5150000,"No",5150000,"Debit Card","Online - Website","Express","Spring","Monthly","No","No",1.0,"Teen",30
2197,30,"Female","Ha Noi","Training Shoes","FuelCell Training","Green","43",1,2600000,"Yes",2600000,"VNPay","In-Store","In-Store Pickup","Spring","Weekly","No","Yes",5.0,"Young Adult",7
2198,28,"Male","Ho Chi Minh","Lifestyle Sneakers","550","White",NULL,1,3550000,"No",3550000,"VNPay","In-Store","In-Store Pickup","Autumn","Monthly","No","No",4.0,"Young Adult",30
2199,23,"Male","Ho Chi Minh","Running Shoes","Fresh Foam X 1080","Navy","37",1,4650000,"No",4650000,"Credit Card","Shopee","Express","Autumn","Monthly","No","No",4.0,"Teen",30
2200,31,"Male","Ha Noi","Apparel - Top","Impact Run Jacket","Pink","M",3,1050000,"Yes",2992000,"MoMo","Online - Website","Express","Winter","Monthly","No","No",4.0,"Young Adult",30
2201,40,"Female","Ha Noi","Lifestyle Sneakers","9060","Beige",NULL,1,2800000,"No",2800000,"MoMo","Shopee","Standard","Summer","Every 3 Months","Yes","No",4.0,"Adult",90
2202,26,"Male","Da Nang","Lifestyle Sneakers","1906R","Pink",NULL,1,3700000,"Yes",3515000,"MoMo","Online - Website","Standard","Summer","Annually","No","Yes",5.0,"Young Adult",365
2203,33,"Female","Ha Noi","Running Shoes","Fresh Foam 860","Blue","38",1,5200000,"No",5200000,"MoMo","In-Store","In-Store Pickup","Summer","Weekly","No","No",5.0,"Adult",7
2204,18,"Male","Ha Noi","Training Shoes","Freeze LX v3","Navy","42",1,3750000,"No",3750000,"ZaloPay","TikTok Shop","Standard","Summer","Quarterly","No","No",5.0,"Teen",90
2205,21,"Female","Ha Noi","Accessories","Sport Cap","Grey",NULL,3,500000,"No",1500000,"ZaloPay","Online - Website","Standard","Winter","Monthly","No","No",4.0,"Teen",30
2206,31,"Female","Ho Chi Minh","Lifestyle Sneakers","9060","Navy",NULL,1,3850000,"Yes",3080000,"VNPay","Online - App","Standard","Summer","Weekly","No","No",4.0,"Young Adult",7
2207,38,"Female","Ha Noi","Accessories","Sport Cap","Blue",NULL,3,150000,"No",450000,"Bank Transfer","Shopee","Standard","Autumn","Fortnightly","No","No",4.0,"Adult",14
2208,30,"Female","Ho Chi Minh","Running Shoes","1080v13","Yellow","44",1,3950000,"No",3950000,"VNPay","Shopee","Standard","Autumn","Annually","No","No",3.0,"Young Adult",365
2209,25,"Female","Ho Chi Minh","Lifestyle Sneakers","327","Red",NULL,1,4050000,"Yes",3240000,"MoMo","Shopee","Standard","Winter","Monthly","No","No",2.0,"Teen",30
2210,27,"Female","Ha Noi","Training Shoes","FuelCell Training","Red","38",1,3250000,"Yes",2275000,"MoMo","In-Store","In-Store Pickup","Spring","Quarterly","Yes","No",4.0,"Young Adult",90
2211,19,"Male","Ho Chi Minh","Lifestyle Sneakers","574","Green",NULL,1,2100000,"Yes",1785000,"MoMo","Online - App","Express","Summer","Fortnightly","No","Yes",2.0,"Teen",14
2212,32,"Male","Ho Chi Minh","Accessories","Water Bottle","Red",NULL,1,350000,"No",350000,"MoMo","Shopee","Express","Autumn","Every 3 Months","Yes","No",4.0,"Adult",90
2213,34,"Male","Da Nang","Running Shoes","1080v13","Yellow","38",1,4050000,"No",4050000,"Credit Card","In-Store","In-Store Pickup","Winter","Quarterly","No","No",5.0,"Adult",90
2214,24,"Male","Ho Chi Minh","Training Shoes","Minimus TR","Navy","39",1,3400000,"No",3400000,"ZaloPay","In-Store","In-Store Pickup","Summer","Quarterly","No","No",5.0,"Teen",90
2215,24,"Male","Ho Chi Minh","Lifestyle Sneakers","530","Beige",NULL,1,3300000,"No",3300000,"ZaloPay","Lazada","Express","Summer","Weekly","No","No",4.0,"Teen",7
2216,29,"Male","Ho Chi Minh","Apparel - Top","NB Athletics T-Shirt","Grey","XXL",1,900000,"Yes",765000,"Bank Transfer","Online - App","Standard","Winter","Fortnightly","No","Yes",5.0,"Young Adult",14
2217,24,"Female","Ho Chi Minh","Training Shoes","Freeze LX v3","Navy","44",1,3650000,"No",3650000,"Debit Card","Online - App","Express","Summer","Bi-Weekly","No","No",3.0,"Teen",14
2218,27,"Male","Da Nang","Apparel - Bottom","Q Speed Short","Grey","L",1,950000,"Yes",808000,"Debit Card","Online - App","Same-day","Spring","Fortnightly","No","No",5.0,"Young Adult",14
2219,42,"Female","Ha Noi","Running Shoes","Fresh Foam 860","Navy","43",1,3100000,"Yes",3100000,"Cash","In-Store","In-Store Pickup","Spring","Quarterly","Yes","Yes",4.0,"Adult",90
2220,26,"Male","Ho Chi Minh","Apparel - Top","Essentials Hoodie","Black","L",1,650000,"Yes",650000,"VNPay","In-Store","In-Store Pickup","Summer","Fortnightly","Yes","Yes",2.0,"Young Adult",14
2221,25,"Male","Ho Chi Minh","Apparel - Top","Impact Run Jacket","Green","M",2,900000,"No",1800000,"Cash","In-Store","In-Store Pickup","Spring","Annually","No","No",2.0,"Teen",365
2222,23,"Female","Ha Noi","Lifestyle Sneakers","574","Beige",NULL,1,2800000,"Yes",2240000,"ZaloPay","Shopee","Express","Winter","Annually","No","No",3.0,"Teen",365
2223,33,"Male","Ha Noi","Running Shoes","Fresh Foam 860","Grey","45",1,4550000,"Yes",3640000,"Bank Transfer","Online - App","Standard","Spring","Weekly","Yes","No",5.0,"Adult",7
2224,26,"Female","Ho Chi Minh","Apparel - Bottom","Q Speed Short","Black","L",2,600000,"Yes",1140000,"Bank Transfer","In-Store","In-Store Pickup","Summer","Quarterly","Yes","No",4.0,"Young Adult",90
2225,23,"Female","Da Nang","Lifestyle Sneakers","574","Blue",NULL,1,2800000,"Yes",2800000,"ZaloPay","Online - App","Standard","Summer","Quarterly","No","Yes",5.0,"Teen",90
2226,37,"Female","Ho Chi Minh","Apparel - Top","Athletics Fleece Crew","Yellow","L",1,900000,"Yes",900000,"Credit Card","Online - App","Standard","Winter","Annually","No","Yes",4.0,"Adult",365
2227,37,"Female","Ha Noi","Lifestyle Sneakers","327","Pink",NULL,1,3550000,"No",3550000,"ZaloPay","Shopee","Standard","Summer","Annually","No","No",4.0,"Adult",365
2228,23,"Male","Ho Chi Minh","Lifestyle Sneakers","327","Pink",NULL,1,1900000,"No",1900000,"MoMo","Shopee","Same-day","Winter","Fortnightly","No","No",4.0,"Teen",14
2229,16,"Female","Ha Noi","Running Shoes","Fresh Foam 860","Red","37",1,3950000,"Yes",3950000,"MoMo","Lazada","Express","Autumn","Weekly","No","Yes",4.0,"Teen",7
2230,35,"Male","Ha Noi","Running Shoes","1080v13","Green","44",1,3550000,"No",3550000,"Credit Card","Online - App","Standard","Winter","Monthly","No","No",2.0,"Adult",30
2231,23,"Female","Da Nang","Accessories","Wristband Set","Pink",NULL,1,200000,"Yes",180000,"Cash","In-Store","In-Store Pickup","Summer","Fortnightly","No","No",5.0,"Teen",14
2232,33,"Male","Ha Noi","Training Shoes","FuelCell Training","White","40",1,3150000,"No",3150000,"Debit Card","In-Store","In-Store Pickup","Summer","Weekly","No","No",5.0,"Adult",7
2233,16,"Male","Ho Chi Minh","Apparel - Bottom","Q Speed Short","Red","XL",1,600000,"No",600000,"Debit Card","Online - Website","Standard","Summer","Fortnightly","No","No",5.0,"Teen",14
2234,34,"Male","Ho Chi Minh","Lifestyle Sneakers","530","Red",NULL,1,2300000,"Yes",2185000,"MoMo","Shopee","Standard","Spring","Monthly","No","No",5.0,"Adult",30
2235,19,"Male","Ho Chi Minh","Apparel - Bottom","Accelerate Short","Black","S",1,750000,"No",750000,"ZaloPay","Shopee","Standard","Autumn","Weekly","No","No",5.0,"Teen",7
2236,33,"Female","Ho Chi Minh","Apparel - Top","NB Athletics T-Shirt","Navy","XL",1,900000,"Yes",765000,"Cash","Online - Website","Standard","Winter","Annually","No","No",4.0,"Adult",365
2237,28,"Male","Ha Noi","Apparel - Bottom","Impact Run Tight","Blue","XL",1,1050000,"Yes",945000,"Debit Card","In-Store","In-Store Pickup","Autumn","Fortnightly","No","No",5.0,"Young Adult",14
2238,21,"Female","Da Nang","Apparel - Bottom","Accelerate Short","Blue","S",3,650000,"Yes",1755000,"VNPay","Shopee","Standard","Autumn","Every 3 Months","No","No",4.0,"Teen",90
2239,25,"Female","Ha Noi","Lifestyle Sneakers","550","Navy",NULL,1,4150000,"Yes",4150000,"Cash","Lazada","Standard","Winter","Weekly","Yes","Yes",3.0,"Teen",7
2240,32,"Female","Ha Noi","Accessories","Running Socks (3-pack)","Yellow",NULL,3,350000,"No",1050000,"Credit Card","In-Store","In-Store Pickup","Autumn","Every 3 Months","No","No",4.0,"Adult",90
2241,28,"Female","Ho Chi Minh","Running Shoes","1080v13","Beige","39",1,4350000,"No",4350000,"Cash","In-Store","In-Store Pickup","Winter","Every 3 Months","No","No",5.0,"Young Adult",90
2242,32,"Male","Ha Noi","Lifestyle Sneakers","2002R","Yellow",NULL,1,1900000,"Yes",1710000,"Credit Card","In-Store","In-Store Pickup","Spring","Bi-Weekly","No","Yes",4.0,"Adult",14
2243,41,"Female","Da Nang","Apparel - Bottom","Impact Run Tight","Beige","M",2,600000,"Yes",1200000,"Cash","In-Store","In-Store Pickup","Summer","Bi-Weekly","No","Yes",3.0,"Adult",14
2244,17,"Male","Ha Noi","Running Shoes","1080v13","Pink","38",1,4300000,"Yes",3440000,"VNPay","In-Store","In-Store Pickup","Summer","Annually","No","No",5.0,"Teen",365
2245,39,"Male","Ha Noi","Running Shoes","Fuelcell Rebel v4","Pink","37",1,5450000,"Yes",4905000,"Debit Card","In-Store","In-Store Pickup","Summer","Annually","Yes","No",5.0,"Adult",365
2246,28,"Male","Da Nang","Lifestyle Sneakers","2002R","Yellow",NULL,1,2700000,"Yes",2295000,"MoMo","Shopee","Standard","Spring","Fortnightly","No","No",5.0,"Young Adult",14
2247,21,"Male","Ho Chi Minh","Training Shoes","Minimus TR","Yellow","39",1,2300000,"Yes",2185000,"Debit Card","Online - Website","Express","Spring","Every 3 Months","Yes","No",5.0,"Teen",90
2248,18,"Female","Ho Chi Minh","Lifestyle Sneakers","1906R","White",NULL,1,4200000,"Yes",3780000,"MoMo","Lazada","Express","Summer","Annually","Yes","No",5.0,"Teen",365
